Accident_ID,City,Condition,Severity,Day_of_Week,Hour,Injuries,Fatalities
3771,Houston,Clear,1,Saturday,0,3,0
3772,Los Angeles,Thunderstorm,3,Wednesday,7,0,0
3773,New York,Fog,1,Tuesday,18,2,0
3774,Chicago,Thunderstorm,1,Tuesday,12,1,0
3775,Chicago,Clear,2,Friday,6,1,0
3776,Houston,Snow,2,Thursday,12,4,0
3777,Chicago,Fog,3,Sunday,5,0,0
3778,Los Angeles,Rain,2,Monday,2,5,0
3779,New York,Clear,2,Saturday,5,0,0
3780,Los Angeles,Rain,3,Monday,2,1,1
3781,Phoenix,Snow,1,Wednesday,12,5,0
3782,Houston,Rain,1,Monday,12,6,0
3783,Chicago,Clear,2,Friday,12,2,0
3784,Phoenix,Clear,1,Thursday,0,2,0
3785,Chicago,Snow,4,Saturday,7,4,0
3786,New York,Clear,3,Sunday,4,3,1
3787,New York,Snow,1,Tuesday,19,2,0
3788,New York,Snow,1,Tuesday,16,5,1
3789,Chicago,Clear,1,Sunday,8,0,0
3790,Phoenix,Thunderstorm,1,Friday,12,3,0
3791,New York,Snow,1,Saturday,12,2,0
3792,Phoenix,Clear,2,Monday,4,1,1
3793,Chicago,Thunderstorm,3,Sunday,13,3,0
3794,Phoenix,Snow,3,Tuesday,10,3,0
3795,Chicago,Thunderstorm,1,Monday,13,2,0
3796,Chicago,Fog,1,Friday,6,0,0
3797,Houston,Fog,2,Tuesday,23,3,0
3798,Chicago,Thunderstorm,3,Wednesday,16,1,0
3799,Chicago,Snow,3,Thursday,3,2,0
3800,Los Angeles,Clear,4,Monday,9,3,0
3801,New York,Rain,2,Sunday,9,0,0
3802,Houston,Clear,2,Saturday,14,1,0
3803,Houston,Rain,1,Monday,19,2,0
3804,Houston,Rain,2,Monday,11,1,0
3805,Los Angeles,Snow,1,Monday,8,1,0
3806,Chicago,Thunderstorm,2,Sunday,2,3,0
3807,New York,Clear,2,Friday,14,4,0
3808,Phoenix,Thunderstorm,1,Friday,11,3,0
3809,Chicago,Fog,1,Saturday,14,2,0
3810,Los Angeles,Snow,1,Friday,0,2,0
3811,Chicago,Snow,1,Sunday,14,6,0
3812,Chicago,Fog,1,Saturday,10,3,0
3813,Los Angeles,Clear,1,Saturday,4,0,0
3814,Houston,Fog,1,Friday,6,3,0
3815,Houston,Clear,1,Tuesday,11,2,0
3816,New York,Rain,4,Friday,19,1,0
3817,New York,Snow,1,Tuesday,5,3,0
3818,Houston,Clear,1,Wednesday,21,1,0
3819,Phoenix,Thunderstorm,2,Friday,2,4,0
3820,Chicago,Thunderstorm,3,Wednesday,9,2,0
3821,Phoenix,Snow,2,Friday,20,1,0
3822,Chicago,Fog,1,Wednesday,21,3,0
3823,Houston,Fog,2,Thursday,3,1,0
3824,New York,Clear,3,Wednesday,12,1,0
3825,New York,Fog,3,Tuesday,18,1,0
3826,Phoenix,Snow,2,Monday,4,3,0
3827,New York,Clear,3,Saturday,22,1,0
3828,Houston,Rain,3,Wednesday,21,1,1
3829,Phoenix,Fog,2,Monday,17,0,0
3830,Chicago,Fog,2,Sunday,0,2,0
3831,New York,Clear,2,Thursday,20,1,0
3832,Los Angeles,Thunderstorm,3,Thursday,20,3,0
3833,New York,Fog,1,Sunday,15,2,0
3834,Chicago,Snow,4,Sunday,15,1,0
3835,Phoenix,Fog,1,Sunday,15,3,0
3836,Chicago,Rain,2,Tuesday,21,1,0
3837,Los Angeles,Fog,3,Sunday,18,1,0
3838,Houston,Thunderstorm,1,Tuesday,15,2,0
3839,New York,Fog,2,Wednesday,0,2,0
3840,Phoenix,Clear,1,Friday,19,1,0
3841,Houston,Fog,1,Sunday,19,2,0
3842,Chicago,Thunderstorm,1,Sunday,9,1,0
3843,Phoenix,Clear,1,Thursday,1,1,0
3844,Houston,Snow,1,Monday,13,1,0
3845,Phoenix,Clear,4,Friday,7,2,0
3846,Los Angeles,Rain,4,Thursday,5,1,0
3847,Los Angeles,Clear,1,Wednesday,2,0,0
3848,New York,Snow,3,Sunday,15,2,0
3849,New York,Fog,1,Thursday,16,3,0
3850,Los Angeles,Clear,1,Tuesday,11,2,0
3851,Phoenix,Clear,1,Monday,18,4,0
3852,Los Angeles,Clear,4,Monday,23,0,0
3853,New York,Clear,4,Tuesday,19,1,0
3854,Los Angeles,Snow,1,Sunday,2,0,0
3855,Los Angeles,Thunderstorm,1,Sunday,12,1,0
3856,Phoenix,Thunderstorm,1,Friday,15,3,0
3857,Houston,Clear,2,Tuesday,10,3,0
3858,New York,Snow,2,Sunday,19,2,0
3859,Phoenix,Snow,1,Monday,15,1,0
3860,Los Angeles,Clear,3,Sunday,19,1,0
3861,Los Angeles,Rain,1,Wednesday,1,1,0
3862,Houston,Clear,4,Sunday,3,4,0
3863,New York,Rain,2,Friday,3,2,0
3864,New York,Clear,2,Saturday,16,3,0
3865,Chicago,Rain,3,Thursday,0,0,0
3866,New York,Rain,3,Saturday,0,1,0
3867,Houston,Clear,1,Wednesday,4,0,0
3868,Chicago,Rain,1,Saturday,21,1,0
3869,Chicago,Fog,4,Sunday,11,3,0
3870,Los Angeles,Thunderstorm,1,Friday,5,2,0
3871,Los Angeles,Snow,1,Monday,5,3,0
3872,New York,Rain,2,Monday,16,5,0
3873,Chicago,Rain,3,Wednesday,21,3,0
3874,Los Angeles,Snow,3,Saturday,12,0,0
3875,Houston,Rain,4,Friday,7,2,0
3876,Los Angeles,Snow,2,Thursday,23,4,0
3877,Los Angeles,Clear,1,Sunday,11,1,0
3878,Chicago,Fog,2,Saturday,14,1,0
3879,Chicago,Fog,3,Saturday,18,1,0
3880,Phoenix,Thunderstorm,1,Thursday,20,3,0
3881,Houston,Rain,1,Tuesday,19,0,1
3882,Chicago,Thunderstorm,1,Sunday,16,5,0
3883,New York,Clear,2,Wednesday,8,1,0
3884,Houston,Fog,3,Sunday,20,2,0
3885,Houston,Clear,2,Friday,17,1,0
3886,Chicago,Clear,4,Wednesday,1,1,0
3887,Houston,Rain,1,Thursday,10,2,0
3888,Chicago,Clear,4,Friday,22,2,0
3889,Los Angeles,Fog,3,Monday,19,1,0
3890,Phoenix,Thunderstorm,1,Monday,16,2,0
3891,Los Angeles,Fog,4,Sunday,20,1,0
3892,Chicago,Rain,1,Friday,17,1,0
3893,Chicago,Fog,3,Wednesday,14,2,0
3894,Los Angeles,Snow,3,Wednesday,6,1,0
3895,New York,Thunderstorm,3,Monday,15,4,0
3896,New York,Snow,2,Monday,0,1,0
3897,New York,Snow,1,Thursday,17,1,0
3898,Chicago,Rain,2,Friday,21,2,0
3899,Houston,Clear,1,Wednesday,7,1,0
3900,Chicago,Snow,3,Thursday,6,1,0
3901,Houston,Fog,3,Wednesday,1,3,0
3902,Los Angeles,Clear,4,Monday,11,1,0
3903,Phoenix,Fog,1,Friday,15,2,0
3904,Houston,Fog,3,Tuesday,8,3,0
3905,New York,Clear,4,Friday,19,2,0
3906,Chicago,Clear,3,Saturday,10,0,0
3907,Los Angeles,Fog,1,Tuesday,14,1,0
3908,New York,Rain,1,Sunday,2,3,0
3909,Los Angeles,Thunderstorm,1,Sunday,22,2,0
3910,Phoenix,Thunderstorm,2,Thursday,20,2,1
3911,Chicago,Rain,2,Tuesday,12,2,0
3912,Chicago,Clear,4,Tuesday,20,3,0
3913,Phoenix,Fog,1,Thursday,12,0,0
3914,Chicago,Thunderstorm,1,Friday,1,3,0
3915,Houston,Fog,2,Thursday,5,4,0
3916,Los Angeles,Rain,3,Saturday,5,2,0
3917,New York,Fog,4,Monday,11,4,0
3918,Phoenix,Rain,3,Sunday,3,1,0
3919,Houston,Clear,2,Monday,4,2,0
3920,New York,Rain,2,Sunday,22,2,0
3921,New York,Rain,3,Tuesday,7,2,0
3922,Phoenix,Thunderstorm,2,Thursday,5,2,0
3923,Houston,Fog,1,Thursday,20,3,0
3924,New York,Thunderstorm,1,Thursday,2,1,0
3925,New York,Snow,1,Saturday,22,1,0
3926,Houston,Rain,3,Saturday,7,4,0
3927,Chicago,Snow,1,Friday,18,0,0
3928,New York,Thunderstorm,1,Wednesday,20,3,0
3929,Los Angeles,Fog,1,Sunday,10,4,0
3930,Houston,Thunderstorm,2,Wednesday,17,4,0
3931,New York,Fog,1,Wednesday,9,1,0
3932,Phoenix,Fog,2,Sunday,19,3,1
3933,Los Angeles,Clear,1,Friday,11,2,0
3934,New York,Rain,1,Thursday,19,2,0
3935,Los Angeles,Thunderstorm,2,Wednesday,7,3,0
3936,Los Angeles,Fog,1,Thursday,18,1,0
3937,Chicago,Thunderstorm,1,Tuesday,20,5,0
3938,Los Angeles,Thunderstorm,1,Wednesday,15,1,0
3939,Chicago,Fog,3,Tuesday,20,6,0
3940,Houston,Snow,2,Friday,17,2,0
3941,Chicago,Rain,1,Monday,8,0,0
3942,Phoenix,Rain,1,Saturday,3,3,0
3943,New York,Clear,4,Sunday,8,4,0
3944,Houston,Clear,2,Friday,1,3,0
3945,Houston,Clear,2,Friday,8,3,0
3946,Phoenix,Rain,3,Friday,8,3,0
3947,Chicago,Snow,3,Wednesday,17,3,0
3948,New York,Rain,3,Tuesday,10,0,0
3949,Chicago,Rain,2,Saturday,12,1,0
3950,Los Angeles,Rain,2,Wednesday,5,3,0
3951,Chicago,Rain,1,Monday,8,3,0
3952,Houston,Snow,4,Sunday,15,0,0
3953,New York,Clear,2,Sunday,3,2,0
3954,Chicago,Thunderstorm,1,Saturday,1,2,0
3955,New York,Clear,4,Sunday,6,0,0
3956,New York,Clear,4,Sunday,14,4,0
3957,Los Angeles,Thunderstorm,4,Friday,5,3,0
3958,Los Angeles,Rain,3,Thursday,10,3,0
3959,Houston,Snow,4,Monday,19,1,0
3960,Phoenix,Snow,1,Tuesday,16,2,0
3961,New York,Clear,3,Monday,3,1,0
3962,Phoenix,Thunderstorm,3,Wednesday,18,1,0
3963,Houston,Fog,1,Sunday,6,4,0
3964,New York,Rain,1,Thursday,10,0,0
3965,New York,Clear,4,Wednesday,12,3,0
3966,Phoenix,Snow,1,Saturday,20,2,0
3967,Chicago,Thunderstorm,3,Friday,2,3,0
3968,Los Angeles,Thunderstorm,1,Sunday,13,3,0
3969,Chicago,Clear,1,Friday,1,2,0
3970,Phoenix,Fog,2,Monday,17,3,1
3971,Los Angeles,Snow,1,Friday,4,0,0
3972,Chicago,Clear,2,Friday,12,2,0
3973,Los Angeles,Fog,2,Saturday,12,1,0
3974,New York,Thunderstorm,1,Tuesday,23,2,0
3975,Chicago,Rain,1,Tuesday,23,1,0
3976,Los Angeles,Snow,1,Wednesday,13,1,0
3977,Los Angeles,Snow,1,Sunday,11,1,0
3978,Los Angeles,Fog,3,Wednesday,20,4,0
3979,Chicago,Clear,2,Tuesday,12,1,0
3980,Houston,Thunderstorm,1,Monday,17,2,0
3981,Chicago,Fog,2,Tuesday,12,3,0
3982,Phoenix,Rain,1,Wednesday,3,0,0
3983,Chicago,Rain,1,Thursday,22,1,0
3984,Los Angeles,Rain,1,Sunday,21,1,1
3985,New York,Fog,3,Friday,9,0,0
3986,Chicago,Thunderstorm,4,Saturday,22,1,0
3987,Chicago,Snow,3,Thursday,4,4,0
3988,Los Angeles,Clear,1,Thursday,17,2,0
3989,New York,Snow,1,Friday,7,2,0
3990,New York,Thunderstorm,2,Tuesday,13,2,0
3991,Phoenix,Snow,3,Sunday,1,2,0
3992,Chicago,Fog,4,Monday,7,1,0
3993,New York,Rain,1,Thursday,15,2,0
3994,New York,Thunderstorm,1,Monday,6,0,0
3995,Houston,Thunderstorm,2,Saturday,2,2,0
3996,Houston,Snow,3,Saturday,3,2,0
3997,New York,Fog,3,Saturday,6,4,0
3998,Phoenix,Snow,2,Wednesday,3,2,0
3999,New York,Snow,4,Thursday,8,2,0
4000,Los Angeles,Thunderstorm,2,Saturday,22,3,0
4001,Chicago,Snow,4,Wednesday,16,6,0
4002,Phoenix,Rain,4,Saturday,16,2,0
4003,Los Angeles,Snow,3,Tuesday,19,1,0
4004,Phoenix,Rain,1,Thursday,13,3,0
4005,Los Angeles,Thunderstorm,1,Wednesday,13,3,0
4006,Chicago,Fog,2,Saturday,12,2,0
4007,Chicago,Rain,2,Sunday,3,1,0
4008,Houston,Fog,3,Wednesday,12,4,0
4009,Los Angeles,Fog,1,Saturday,20,1,0
4010,Houston,Rain,1,Tuesday,16,2,0
4011,Los Angeles,Thunderstorm,3,Monday,14,4,0
4012,Houston,Clear,1,Saturday,17,3,0
4013,Chicago,Fog,1,Monday,10,0,0
4014,Phoenix,Fog,1,Thursday,3,4,0
4015,Houston,Thunderstorm,2,Tuesday,19,1,0
4016,Los Angeles,Thunderstorm,1,Sunday,10,5,0
4017,Los Angeles,Snow,3,Thursday,9,2,0
4018,Chicago,Thunderstorm,2,Sunday,21,3,0
4019,Los Angeles,Fog,4,Monday,12,3,0
4020,New York,Rain,2,Tuesday,21,3,0
4021,Phoenix,Clear,1,Friday,7,0,0
4022,Houston,Snow,1,Tuesday,12,3,0
4023,Phoenix,Rain,1,Tuesday,8,0,0
4024,Chicago,Clear,2,Sunday,0,2,0
4025,Houston,Clear,1,Friday,0,1,0
4026,Houston,Clear,1,Wednesday,14,0,0
4027,New York,Rain,2,Wednesday,21,0,0
4028,Chicago,Snow,1,Wednesday,3,3,0
4029,Los Angeles,Snow,1,Monday,19,2,0
4030,New York,Clear,3,Tuesday,0,2,0
4031,New York,Rain,4,Saturday,11,4,0
4032,Phoenix,Clear,1,Friday,10,4,0
4033,Phoenix,Thunderstorm,1,Saturday,18,5,0
4034,Phoenix,Snow,4,Monday,14,2,0
4035,New York,Fog,1,Friday,20,2,0
4036,Los Angeles,Clear,4,Saturday,9,2,0
4037,Houston,Thunderstorm,1,Sunday,0,1,0
4038,Phoenix,Snow,3,Monday,23,0,0
4039,Los Angeles,Rain,1,Monday,2,1,0
4040,Chicago,Snow,4,Monday,13,3,0
4041,Phoenix,Rain,1,Friday,14,2,0
4042,Houston,Rain,2,Saturday,0,0,0
4043,Chicago,Clear,1,Saturday,9,2,0
4044,Chicago,Clear,1,Thursday,21,0,1
4045,Houston,Snow,3,Monday,0,0,0
4046,Phoenix,Thunderstorm,2,Wednesday,14,3,0
4047,New York,Snow,4,Tuesday,2,2,0
4048,Houston,Fog,2,Sunday,20,1,0
4049,Houston,Rain,3,Sunday,19,6,0
4050,Houston,Rain,2,Thursday,22,4,0
4051,Chicago,Clear,4,Thursday,21,2,0
4052,Los Angeles,Thunderstorm,4,Friday,11,2,0
4053,New York,Clear,1,Thursday,18,2,0
4054,Phoenix,Fog,3,Saturday,15,3,0
4055,Phoenix,Snow,3,Friday,7,2,0
4056,Los Angeles,Snow,1,Friday,23,0,1
4057,Houston,Thunderstorm,2,Sunday,13,6,0
4058,New York,Clear,1,Sunday,17,1,0
4059,Phoenix,Clear,3,Wednesday,22,4,0
4060,Phoenix,Fog,1,Monday,0,5,0
4061,Houston,Snow,1,Thursday,1,0,0
4062,Los Angeles,Clear,2,Monday,23,0,0
4063,New York,Thunderstorm,2,Monday,11,0,0
4064,Los Angeles,Snow,3,Monday,16,1,0
4065,Los Angeles,Fog,4,Friday,1,1,0
4066,New York,Thunderstorm,2,Monday,16,2,0
4067,New York,Rain,1,Thursday,20,3,0
4068,Phoenix,Fog,3,Friday,6,2,0
4069,Phoenix,Thunderstorm,2,Thursday,5,1,0
4070,New York,Clear,2,Friday,5,0,0
4071,Chicago,Rain,1,Tuesday,21,4,0
4072,Phoenix,Fog,2,Tuesday,7,2,0
4073,Chicago,Clear,1,Tuesday,4,1,0
4074,New York,Rain,3,Tuesday,14,0,0
4075,Phoenix,Snow,2,Friday,6,1,0
4076,Los Angeles,Clear,3,Monday,2,1,0
4077,New York,Thunderstorm,2,Wednesday,9,0,0
4078,Houston,Fog,1,Sunday,2,4,0
4079,Chicago,Rain,3,Saturday,13,3,0
4080,New York,Clear,2,Wednesday,21,2,0
4081,New York,Snow,1,Tuesday,2,4,0
4082,Phoenix,Fog,2,Monday,0,3,0
4083,Phoenix,Fog,1,Thursday,0,3,0
4084,Phoenix,Clear,3,Monday,18,0,0
4085,Houston,Snow,2,Thursday,3,1,0
4086,Phoenix,Rain,3,Wednesday,1,4,0
4087,New York,Clear,1,Monday,10,1,0
4088,Phoenix,Rain,1,Monday,23,0,0
4089,Los Angeles,Fog,4,Saturday,11,0,0
4090,Phoenix,Rain,3,Wednesday,12,2,0
4091,Houston,Snow,1,Monday,15,1,0
4092,Los Angeles,Thunderstorm,1,Thursday,15,0,0
4093,New York,Snow,1,Sunday,18,1,0
4094,New York,Rain,2,Monday,22,2,0
4095,Chicago,Clear,3,Thursday,19,1,0
4096,Los Angeles,Fog,3,Tuesday,20,3,0
4097,Chicago,Thunderstorm,2,Monday,19,2,1
4098,Los Angeles,Clear,3,Thursday,8,2,0
4099,Los Angeles,Clear,2,Sunday,15,3,0
4100,Houston,Snow,1,Wednesday,6,2,0
4101,Chicago,Rain,2,Tuesday,12,2,0
4102,Houston,Snow,4,Monday,3,1,0
4103,Los Angeles,Rain,3,Saturday,12,3,0
4104,New York,Snow,2,Thursday,7,2,0
4105,Los Angeles,Clear,2,Sunday,1,1,0
4106,Houston,Fog,4,Saturday,6,3,0
4107,Chicago,Rain,2,Monday,10,0,0
4108,Chicago,Thunderstorm,1,Thursday,16,0,0
4109,Houston,Thunderstorm,4,Monday,23,0,0
4110,Chicago,Clear,3,Tuesday,13,3,0
4111,Phoenix,Snow,1,Sunday,12,1,0
4112,New York,Snow,2,Sunday,14,1,0
4113,New York,Clear,2,Tuesday,21,1,0
4114,New York,Thunderstorm,1,Monday,20,1,0
4115,Chicago,Thunderstorm,4,Monday,8,5,0
4116,Chicago,Snow,2,Friday,2,1,0
4117,Los Angeles,Rain,3,Monday,12,2,0
4118,Los Angeles,Fog,1,Sunday,12,0,0
4119,New York,Rain,2,Monday,8,2,0
4120,Phoenix,Thunderstorm,1,Saturday,17,2,0
4121,Los Angeles,Rain,3,Saturday,4,3,0
4122,Los Angeles,Fog,2,Tuesday,10,3,0
4123,Chicago,Rain,2,Saturday,1,1,0
4124,Phoenix,Rain,1,Monday,16,0,0
4125,New York,Rain,1,Wednesday,22,2,0
4126,Los Angeles,Rain,1,Monday,19,2,0
4127,Phoenix,Clear,1,Sunday,20,6,0
4128,Phoenix,Thunderstorm,2,Friday,3,3,0
4129,New York,Fog,2,Thursday,21,2,0
4130,Phoenix,Thunderstorm,2,Sunday,17,4,0
4131,Phoenix,Clear,2,Tuesday,23,4,0
4132,Phoenix,Clear,1,Saturday,19,1,1
4133,Los Angeles,Clear,1,Wednesday,7,3,0
4134,New York,Clear,1,Sunday,18,2,0
4135,Phoenix,Rain,3,Thursday,11,3,0
4136,Phoenix,Thunderstorm,2,Wednesday,10,0,0
4137,Los Angeles,Snow,1,Tuesday,15,1,0
4138,New York,Fog,1,Saturday,4,4,0
4139,Chicago,Clear,3,Friday,2,3,0
4140,Los Angeles,Thunderstorm,3,Sunday,11,3,0
4141,New York,Clear,2,Sunday,14,1,1
4142,Phoenix,Clear,2,Sunday,15,1,0
4143,New York,Clear,1,Tuesday,12,2,0
4144,New York,Clear,4,Wednesday,6,2,1
4145,New York,Clear,3,Wednesday,14,7,0
4146,Chicago,Fog,1,Tuesday,2,1,0
4147,New York,Thunderstorm,3,Sunday,11,2,0
4148,Chicago,Clear,3,Monday,7,3,0
4149,Phoenix,Clear,1,Tuesday,11,4,0
4150,Chicago,Clear,2,Saturday,17,2,0
4151,Phoenix,Clear,1,Saturday,2,1,0
4152,Phoenix,Rain,1,Friday,11,2,0
4153,Chicago,Rain,3,Tuesday,22,0,0
4154,Los Angeles,Snow,1,Thursday,20,2,0
4155,Houston,Clear,3,Saturday,22,1,0
4156,New York,Snow,4,Saturday,1,4,0
4157,Houston,Fog,1,Saturday,13,1,0
4158,New York,Snow,2,Monday,13,2,0
4159,New York,Thunderstorm,3,Thursday,3,2,0
4160,Phoenix,Rain,3,Sunday,16,3,0
4161,New York,Rain,3,Sunday,14,2,0
4162,New York,Clear,1,Tuesday,15,3,0
4163,Chicago,Clear,2,Monday,4,1,0
4164,Houston,Fog,2,Saturday,23,0,0
4165,Chicago,Fog,4,Sunday,16,1,0
4166,New York,Thunderstorm,1,Thursday,22,2,0
4167,Phoenix,Clear,4,Sunday,6,2,0
4168,Chicago,Clear,1,Thursday,22,1,0
4169,Chicago,Fog,4,Monday,14,0,0
4170,Los Angeles,Fog,2,Sunday,16,1,1
4171,New York,Fog,2,Saturday,11,1,0
4172,Phoenix,Rain,2,Monday,10,0,0
4173,Chicago,Snow,1,Wednesday,18,3,0
4174,Chicago,Snow,1,Saturday,10,0,0
4175,Phoenix,Clear,1,Monday,1,0,0
4176,New York,Rain,1,Tuesday,14,1,0
4177,Los Angeles,Fog,1,Sunday,4,0,0
4178,Chicago,Clear,3,Saturday,17,2,0
4179,Los Angeles,Rain,2,Friday,20,2,1
4180,Houston,Thunderstorm,1,Saturday,20,0,0
4181,New York,Rain,3,Wednesday,15,2,0
4182,Houston,Clear,2,Monday,3,1,0
4183,Houston,Snow,4,Friday,22,1,0
4184,Houston,Fog,2,Wednesday,9,3,0
4185,New York,Thunderstorm,1,Tuesday,21,1,0
4186,New York,Rain,2,Saturday,1,2,0
4187,Phoenix,Clear,2,Sunday,14,2,0
4188,Los Angeles,Clear,1,Friday,3,1,0
4189,Los Angeles,Fog,1,Sunday,15,0,0
4190,Phoenix,Clear,1,Monday,6,0,0
4191,Phoenix,Clear,1,Monday,11,2,0
4192,Houston,Fog,2,Tuesday,2,5,0
4193,Phoenix,Thunderstorm,2,Wednesday,16,3,0
4194,Chicago,Snow,1,Friday,8,3,0
4195,Los Angeles,Snow,2,Tuesday,7,0,0
4196,Phoenix,Rain,2,Wednesday,22,2,0
4197,Chicago,Thunderstorm,1,Thursday,5,3,0
4198,Chicago,Rain,1,Thursday,14,2,0
4199,Chicago,Snow,1,Wednesday,9,3,0
4200,Chicago,Fog,1,Monday,22,3,0
4201,Houston,Clear,1,Monday,5,3,0
4202,Chicago,Snow,1,Thursday,14,3,0
4203,Houston,Thunderstorm,2,Monday,13,4,0
4204,Houston,Snow,2,Sunday,18,1,0
4205,Chicago,Thunderstorm,1,Monday,12,1,0
4206,Los Angeles,Thunderstorm,1,Wednesday,13,4,0
4207,Chicago,Thunderstorm,2,Saturday,2,2,0
4208,Chicago,Rain,3,Wednesday,3,3,0
4209,Chicago,Fog,3,Monday,13,0,0
4210,Los Angeles,Snow,2,Wednesday,13,3,0
4211,New York,Fog,1,Friday,7,2,0
4212,New York,Clear,1,Thursday,9,2,0
4213,Houston,Snow,3,Saturday,8,2,0
4214,Houston,Fog,1,Friday,13,1,0
4215,Los Angeles,Fog,4,Friday,7,3,0
4216,Phoenix,Clear,2,Monday,10,6,0
4217,New York,Thunderstorm,2,Monday,9,3,0
4218,Houston,Snow,1,Friday,17,2,0
4219,New York,Snow,2,Friday,3,1,0
4220,Los Angeles,Clear,2,Tuesday,3,3,0
4221,Los Angeles,Thunderstorm,1,Tuesday,11,2,0
4222,Phoenix,Snow,1,Sunday,17,2,0
4223,Phoenix,Snow,3,Thursday,7,2,1
4224,Los Angeles,Snow,2,Friday,2,1,0
4225,Houston,Thunderstorm,2,Wednesday,17,0,0
4226,New York,Clear,1,Saturday,6,2,0
4227,Chicago,Snow,3,Tuesday,0,1,0
4228,Phoenix,Fog,3,Monday,21,2,0
4229,Chicago,Thunderstorm,2,Friday,12,1,1
4230,Houston,Rain,2,Wednesday,2,5,0
4231,Phoenix,Clear,2,Saturday,2,2,0
4232,Chicago,Fog,2,Wednesday,14,2,0
4233,Houston,Snow,1,Sunday,20,1,0
4234,New York,Rain,4,Wednesday,18,1,0
4235,Houston,Clear,2,Monday,3,2,0
4236,Phoenix,Thunderstorm,1,Tuesday,12,3,1
4237,Los Angeles,Rain,2,Wednesday,12,2,0
4238,New York,Rain,3,Saturday,14,6,0
4239,Chicago,Fog,1,Tuesday,18,1,0
4240,Phoenix,Clear,1,Sunday,15,0,0
4241,Los Angeles,Fog,2,Sunday,6,6,1
4242,Houston,Fog,1,Thursday,2,0,0
4243,Los Angeles,Snow,3,Monday,19,2,1
4244,Phoenix,Thunderstorm,1,Tuesday,1,4,0
4245,Phoenix,Rain,3,Sunday,17,0,0
4246,Los Angeles,Clear,1,Sunday,10,1,0
4247,Houston,Thunderstorm,1,Tuesday,0,3,0
4248,Los Angeles,Thunderstorm,3,Wednesday,15,1,0
4249,Phoenix,Clear,2,Saturday,16,2,0
4250,Phoenix,Thunderstorm,1,Wednesday,15,3,0
4251,Chicago,Snow,1,Saturday,9,5,0
4252,Chicago,Thunderstorm,2,Sunday,16,2,0
4253,New York,Snow,2,Sunday,2,2,0
4254,Phoenix,Rain,4,Monday,17,2,1
4255,Chicago,Rain,4,Tuesday,18,1,0
4256,Los Angeles,Fog,2,Friday,13,2,0
4257,Houston,Snow,2,Sunday,20,4,0
4258,Los Angeles,Rain,2,Saturday,1,2,0
4259,Houston,Thunderstorm,2,Saturday,11,0,0
4260,Chicago,Clear,1,Wednesday,10,0,0
4261,New York,Clear,1,Wednesday,16,1,0
4262,Los Angeles,Snow,1,Sunday,5,1,0
4263,Los Angeles,Fog,1,Sunday,18,1,0
4264,Los Angeles,Thunderstorm,1,Thursday,12,5,0
4265,Houston,Snow,2,Saturday,6,1,0
4266,Chicago,Clear,3,Monday,21,1,0
4267,Los Angeles,Snow,2,Tuesday,10,2,0
4268,Los Angeles,Thunderstorm,1,Tuesday,6,3,0
4269,New York,Rain,1,Tuesday,12,0,0
4270,New York,Thunderstorm,2,Saturday,12,3,0
4271,Chicago,Rain,1,Wednesday,20,3,0
4272,Chicago,Rain,2,Monday,0,2,0
4273,Phoenix,Rain,4,Tuesday,18,1,0
4274,New York,Snow,1,Saturday,18,1,0
4275,Phoenix,Clear,1,Friday,22,0,0
4276,Houston,Snow,2,Sunday,14,3,0
4277,Phoenix,Clear,4,Thursday,13,2,0
4278,Los Angeles,Thunderstorm,3,Thursday,2,2,0
4279,Phoenix,Fog,3,Tuesday,20,0,0
4280,Chicago,Thunderstorm,1,Wednesday,19,2,1
4281,Houston,Snow,4,Thursday,3,2,0
4282,Los Angeles,Snow,1,Thursday,6,3,0
4283,Phoenix,Clear,1,Thursday,0,1,0
4284,Houston,Snow,3,Thursday,22,1,0
4285,Houston,Rain,4,Tuesday,23,1,0
4286,Los Angeles,Snow,1,Saturday,18,1,0
4287,Phoenix,Clear,1,Monday,2,2,0
4288,Houston,Clear,1,Monday,19,3,1
4289,Houston,Rain,1,Wednesday,14,0,0
4290,New York,Clear,1,Saturday,12,1,0
4291,Houston,Fog,4,Sunday,21,2,0
4292,New York,Thunderstorm,2,Friday,13,2,0
4293,Phoenix,Snow,3,Monday,6,2,0
4294,Phoenix,Fog,3,Friday,0,1,0
4295,Phoenix,Snow,2,Monday,12,5,0
4296,Chicago,Fog,3,Monday,3,1,0
4297,Phoenix,Snow,2,Wednesday,11,2,1
4298,Houston,Rain,1,Thursday,6,5,0
4299,Los Angeles,Clear,2,Wednesday,1,2,0
4300,New York,Clear,2,Monday,16,2,1
4301,Chicago,Rain,3,Saturday,0,2,0
4302,Phoenix,Fog,4,Thursday,13,3,0
4303,Phoenix,Thunderstorm,2,Saturday,21,3,1
4304,Los Angeles,Fog,3,Saturday,20,1,0
4305,Los Angeles,Clear,1,Saturday,0,0,1
4306,Chicago,Thunderstorm,3,Thursday,2,0,0
4307,New York,Snow,1,Saturday,10,3,0
4308,Phoenix,Thunderstorm,1,Thursday,6,4,0
4309,Chicago,Fog,1,Friday,8,4,1
4310,Houston,Rain,2,Sunday,21,2,0
4311,Houston,Snow,1,Monday,2,3,0
4312,Chicago,Fog,4,Tuesday,0,1,0
4313,Phoenix,Snow,1,Saturday,18,1,0
